file_key,emotion,source,full_path
Q1_3ahg_eQZhxs_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_3ahg_eQZhxs_1.mid
Q1_4dXC1cC7crw_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_4dXC1cC7crw_0.mid
Q1_4dXC1cC7crw_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_4dXC1cC7crw_1.mid
Q1_4ydjOX3pWds_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_4ydjOX3pWds_0.mid
Q1_4ydjOX3pWds_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_4ydjOX3pWds_1.mid
Q1_5Ju9q1N2x0E_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_5Ju9q1N2x0E_2.mid
Q1_5NW0zDu6IYM_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_5NW0zDu6IYM_2.mid
Q1_60LLKmpgzRM_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_60LLKmpgzRM_0.mid
Q1_6Uf9XBUD3wE_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_6Uf9XBUD3wE_0.mid
Q1_6Uf9XBUD3wE_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_6Uf9XBUD3wE_1.mid
Q1_6kRPHamGDSo_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_6kRPHamGDSo_0.mid
Q1_6kRPHamGDSo_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_6kRPHamGDSo_1.mid
Q1_6kRPHamGDSo_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_6kRPHamGDSo_3.mid
Q1_6wFJhmhNeeg_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_6wFJhmhNeeg_0.mid
Q1_7yW9c7t8Hq0_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_7yW9c7t8Hq0_1.mid
Q1_7yW9c7t8Hq0_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_7yW9c7t8Hq0_2.mid
Q1_7yW9c7t8Hq0_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_7yW9c7t8Hq0_3.mid
Q1_8izVTDgBQPc_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_8izVTDgBQPc_0.mid
Q1_8izVTDgBQPc_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_8izVTDgBQPc_1.mid
Q1_8rupdevqfuI_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_8rupdevqfuI_0.mid
Q1_8rupdevqfuI_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_8rupdevqfuI_1.mid
Q1_8rupdevqfuI_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_8rupdevqfuI_2.mid
Q1_94ROf10d1iA_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_94ROf10d1iA_0.mid
Q1_94ROf10d1iA_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_94ROf10d1iA_1.mid
Q1_94ROf10d1iA_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_94ROf10d1iA_2.mid
Q1_94ROf10d1iA_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_94ROf10d1iA_3.mid
Q1_9Yb9OEVwups_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_9Yb9OEVwups_0.mid
Q1_9v2WSpn4FCw_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_9v2WSpn4FCw_0.mid
Q1_9v2WSpn4FCw_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_9v2WSpn4FCw_1.mid
Q1_9v2WSpn4FCw_10,happy,emopia,dataset_root/raw/labelled/emopia/Q1_9v2WSpn4FCw_10.mid
Q1_9v2WSpn4FCw_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_9v2WSpn4FCw_2.mid
Q1_9v2WSpn4FCw_5,happy,emopia,dataset_root/raw/labelled/emopia/Q1_9v2WSpn4FCw_5.mid
Q1_9v2WSpn4FCw_6,happy,emopia,dataset_root/raw/labelled/emopia/Q1_9v2WSpn4FCw_6.mid
Q1_ANZf1QXsNrY_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_ANZf1QXsNrY_0.mid
Q1_ANZf1QXsNrY_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_ANZf1QXsNrY_1.mid
Q1_ANZf1QXsNrY_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_ANZf1QXsNrY_2.mid
Q1_ANZf1QXsNrY_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_ANZf1QXsNrY_3.mid
Q1_ANZf1QXsNrY_4,happy,emopia,dataset_root/raw/labelled/emopia/Q1_ANZf1QXsNrY_4.mid
Q1_ANZf1QXsNrY_5,happy,emopia,dataset_root/raw/labelled/emopia/Q1_ANZf1QXsNrY_5.mid
Q1_BGf5nCdzPOc_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_BGf5nCdzPOc_0.mid
Q1_BGf5nCdzPOc_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_BGf5nCdzPOc_1.mid
Q1_Cg2u_Ldjv8g_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Cg2u_Ldjv8g_0.mid
Q1_Cg2u_Ldjv8g_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Cg2u_Ldjv8g_1.mid
Q1_DX1IK3z1w10_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_DX1IK3z1w10_1.mid
Q1_Fc1qk52SaKY_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Fc1qk52SaKY_0.mid
Q1_Fc1qk52SaKY_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Fc1qk52SaKY_1.mid
Q1_FfwKrQyQ7WU_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_FfwKrQyQ7WU_0.mid
Q1_FfwKrQyQ7WU_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_FfwKrQyQ7WU_1.mid
Q1_FfwKrQyQ7WU_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_FfwKrQyQ7WU_2.mid
Q1_FfwKrQyQ7WU_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_FfwKrQyQ7WU_3.mid
Q1_GY3f6ckBVkA_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_GY3f6ckBVkA_0.mid
Q1_GY3f6ckBVkA_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_GY3f6ckBVkA_1.mid
Q1_GY3f6ckBVkA_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_GY3f6ckBVkA_2.mid
Q1_GY3f6ckBVkA_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_GY3f6ckBVkA_3.mid
Q1_GbUV3TXUzeQ_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_GbUV3TXUzeQ_1.mid
Q1_GbUV3TXUzeQ_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_GbUV3TXUzeQ_2.mid
Q1_HY9vPoHbgaI_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_HY9vPoHbgaI_0.mid
Q1_HY9vPoHbgaI_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_HY9vPoHbgaI_1.mid
Q1_HY9vPoHbgaI_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_HY9vPoHbgaI_2.mid
Q1_HY9vPoHbgaI_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_HY9vPoHbgaI_3.mid
Q1_IH2KrGjKXw0_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_IH2KrGjKXw0_3.mid
Q1_Ie5koh4qvJc_12,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Ie5koh4qvJc_12.mid
Q1_Ie5koh4qvJc_6,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Ie5koh4qvJc_6.mid
Q1_J6X3rVU1H-c_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_J6X3rVU1H-c_1.mid
Q1_J6X3rVU1H-c_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_J6X3rVU1H-c_2.mid
Q1_JT1XJnVmABo_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_JT1XJnVmABo_2.mid
Q1_JT1XJnVmABo_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_JT1XJnVmABo_3.mid
Q1_JT1XJnVmABo_4,happy,emopia,dataset_root/raw/labelled/emopia/Q1_JT1XJnVmABo_4.mid
Q1_JT1XJnVmABo_5,happy,emopia,dataset_root/raw/labelled/emopia/Q1_JT1XJnVmABo_5.mid
Q1_JYVXM0qNQAg_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_JYVXM0qNQAg_0.mid
Q1_JYVXM0qNQAg_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_JYVXM0qNQAg_2.mid
Q1_Jn9r0avp0fY_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Jn9r0avp0fY_0.mid
Q1_Jn9r0avp0fY_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Jn9r0avp0fY_1.mid
Q1_Jn9r0avp0fY_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Jn9r0avp0fY_2.mid
Q1_Jn9r0avp0fY_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Jn9r0avp0fY_3.mid
Q1_K6OFDxBU370_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_K6OFDxBU370_0.mid
Q1_K6OFDxBU370_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_K6OFDxBU370_1.mid
Q1_KxlqB3j0zys_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_KxlqB3j0zys_0.mid
Q1_KxlqB3j0zys_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_KxlqB3j0zys_1.mid
Q1_NGE9ynTJABg_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_NGE9ynTJABg_0.mid
Q1_NGE9ynTJABg_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_NGE9ynTJABg_1.mid
Q1_NGE9ynTJABg_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_NGE9ynTJABg_2.mid
Q1_NP0lwB-_-og_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_NP0lwB-_-og_1.mid
Q1_POaIGvLsp5M_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_POaIGvLsp5M_0.mid
Q1_POaIGvLsp5M_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_POaIGvLsp5M_1.mid
Q1_PdwxeMPXOCk_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_PdwxeMPXOCk_0.mid
Q1_PdwxeMPXOCk_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_PdwxeMPXOCk_1.mid
Q1_PdwxeMPXOCk_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_PdwxeMPXOCk_2.mid
Q1_QwsQ8ejbMKg_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_QwsQ8ejbMKg_0.mid
Q1_QwsQ8ejbMKg_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_QwsQ8ejbMKg_1.mid
Q1_RaUSISlnhKw_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_RaUSISlnhKw_0.mid
Q1_RaUSISlnhKw_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_RaUSISlnhKw_1.mid
Q1_RaUSISlnhKw_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_RaUSISlnhKw_2.mid
Q1_SQDuF0qxGQw_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_SQDuF0qxGQw_0.mid
Q1_SQDuF0qxGQw_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_SQDuF0qxGQw_1.mid
Q1_SQDuF0qxGQw_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_SQDuF0qxGQw_2.mid
Q1_SlsXsqotUis_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_SlsXsqotUis_0.mid
Q1_T92R7xjce34_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_T92R7xjce34_1.mid
Q1_TNoaOTrTkTQ_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_TNoaOTrTkTQ_0.mid
Q1_TNoaOTrTkTQ_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_TNoaOTrTkTQ_1.mid
Q1_TNoaOTrTkTQ_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_TNoaOTrTkTQ_2.mid
Q1_UJcnNfeCN1c_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_UJcnNfeCN1c_2.mid
Q1_UJcnNfeCN1c_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_UJcnNfeCN1c_3.mid
Q1_UOSlDydo94E_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_UOSlDydo94E_0.mid
Q1_UOSlDydo94E_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_UOSlDydo94E_1.mid
Q1_UOSlDydo94E_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_UOSlDydo94E_2.mid
Q1_UYh88SRZC24_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_UYh88SRZC24_0.mid
Q1_UYh88SRZC24_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_UYh88SRZC24_1.mid
Q1_V3Y9L4UOcpk_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_V3Y9L4UOcpk_2.mid
Q1_VXgRfsVd_o0_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_VXgRfsVd_o0_0.mid
Q1_VXgRfsVd_o0_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_VXgRfsVd_o0_1.mid
Q1_VXgRfsVd_o0_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_VXgRfsVd_o0_2.mid
Q1_WpZ1rWHOCAQ_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_WpZ1rWHOCAQ_0.mid
Q1_WpZ1rWHOCAQ_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_WpZ1rWHOCAQ_1.mid
Q1_WpZ1rWHOCAQ_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_WpZ1rWHOCAQ_2.mid
Q1_Wy2-my19YnY_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Wy2-my19YnY_0.mid
Q1_Wy2-my19YnY_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Wy2-my19YnY_1.mid
Q1_XC_SiJszQx0_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_XC_SiJszQx0_3.mid
Q1_Xsn9zT-05ns_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Xsn9zT-05ns_0.mid
Q1_Xsn9zT-05ns_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Xsn9zT-05ns_1.mid
Q1_Y5JcZQ0xg4Y_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Y5JcZQ0xg4Y_0.mid
Q1_Y5JcZQ0xg4Y_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Y5JcZQ0xg4Y_1.mid
Q1_Y5JcZQ0xg4Y_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Y5JcZQ0xg4Y_2.mid
Q1_Y5JcZQ0xg4Y_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_Y5JcZQ0xg4Y_3.mid
Q1_ZgT7yq2jsBk_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_ZgT7yq2jsBk_0.mid
Q1__8v0MFBZoco_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1__8v0MFBZoco_0.mid
Q1__8v0MFBZoco_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1__8v0MFBZoco_1.mid
Q1__BK2o77sTc0_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1__BK2o77sTc0_0.mid
Q1__BK2o77sTc0_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1__BK2o77sTc0_1.mid
Q1__SJQaaRzD-A_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1__SJQaaRzD-A_0.mid
Q1__SJQaaRzD-A_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1__SJQaaRzD-A_1.mid
Q1__kJtgm1OUNA_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1__kJtgm1OUNA_0.mid
Q1__kJtgm1OUNA_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1__kJtgm1OUNA_1.mid
Q1__kJtgm1OUNA_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1__kJtgm1OUNA_2.mid
Q1_aYe-2Glruu4_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_aYe-2Glruu4_0.mid
Q1_aYe-2Glruu4_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_aYe-2Glruu4_1.mid
Q1_aYe-2Glruu4_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_aYe-2Glruu4_3.mid
Q1_aYe-2Glruu4_4,happy,emopia,dataset_root/raw/labelled/emopia/Q1_aYe-2Glruu4_4.mid
Q1_bIx4DwkZxFY_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_bIx4DwkZxFY_0.mid
Q1_bIx4DwkZxFY_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_bIx4DwkZxFY_1.mid
Q1_bIx4DwkZxFY_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_bIx4DwkZxFY_2.mid
Q1_bQS8eAXAhyE_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_bQS8eAXAhyE_0.mid
Q1_bQS8eAXAhyE_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_bQS8eAXAhyE_1.mid
Q1_bQS8eAXAhyE_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_bQS8eAXAhyE_2.mid
Q1_biROWEwkDQQ_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_biROWEwkDQQ_3.mid
Q1_cB-Xh8H_7-Q_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_cB-Xh8H_7-Q_0.mid
Q1_dfNdpy8TUzA_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_dfNdpy8TUzA_0.mid
Q1_dfNdpy8TUzA_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_dfNdpy8TUzA_1.mid
Q1_dfNdpy8TUzA_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_dfNdpy8TUzA_2.mid
Q1_doM_LWo-74A_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_doM_LWo-74A_0.mid
Q1_doM_LWo-74A_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_doM_LWo-74A_1.mid
Q1_doM_LWo-74A_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_doM_LWo-74A_2.mid
Q1_doM_LWo-74A_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_doM_LWo-74A_3.mid
Q1_doM_LWo-74A_4,happy,emopia,dataset_root/raw/labelled/emopia/Q1_doM_LWo-74A_4.mid
Q1_e838BE_MH6s_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_e838BE_MH6s_1.mid
Q1_e838BE_MH6s_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_e838BE_MH6s_2.mid
Q1_e838BE_MH6s_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_e838BE_MH6s_3.mid
Q1_e838BE_MH6s_4,happy,emopia,dataset_root/raw/labelled/emopia/Q1_e838BE_MH6s_4.mid
Q1_e8NQ2NH0nc8_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_e8NQ2NH0nc8_0.mid
Q1_e8NQ2NH0nc8_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_e8NQ2NH0nc8_1.mid
Q1_eVMSeElk81Q_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_eVMSeElk81Q_0.mid
Q1_eVMSeElk81Q_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_eVMSeElk81Q_1.mid
Q1_eVMSeElk81Q_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_eVMSeElk81Q_2.mid
Q1_fey-8bOR95E_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_fey-8bOR95E_0.mid
Q1_fey-8bOR95E_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_fey-8bOR95E_1.mid
Q1_fey-8bOR95E_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_fey-8bOR95E_2.mid
Q1_fey-8bOR95E_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_fey-8bOR95E_3.mid
Q1_gSwv8hZGM-s_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_gSwv8hZGM-s_0.mid
Q1_gSwv8hZGM-s_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_gSwv8hZGM-s_1.mid
Q1_gwmVjvR-sVs_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_gwmVjvR-sVs_0.mid
Q1_gwmVjvR-sVs_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_gwmVjvR-sVs_1.mid
Q1_iFgSjUqI7iM_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_iFgSjUqI7iM_0.mid
Q1_iFgSjUqI7iM_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_iFgSjUqI7iM_1.mid
Q1_im4Qxn3GQvo_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_im4Qxn3GQvo_0.mid
Q1_im4Qxn3GQvo_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_im4Qxn3GQvo_1.mid
Q1_im4Qxn3GQvo_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_im4Qxn3GQvo_2.mid
Q1_jziI_cuN_H8_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_jziI_cuN_H8_0.mid
Q1_jziI_cuN_H8_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_jziI_cuN_H8_1.mid
Q1_jziI_cuN_H8_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_jziI_cuN_H8_2.mid
Q1_k4dxAlI5N-k_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_k4dxAlI5N-k_0.mid
Q1_k4dxAlI5N-k_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_k4dxAlI5N-k_1.mid
Q1_ldCQ6N9G6Mk_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_ldCQ6N9G6Mk_2.mid
Q1_mX-xs3OVhTs_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_mX-xs3OVhTs_0.mid
Q1_mX-xs3OVhTs_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_mX-xs3OVhTs_1.mid
Q1_miqLU2739dk_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_miqLU2739dk_1.mid
Q1_nOIBJHkqrE8_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_nOIBJHkqrE8_0.mid
Q1_o5AIp2Yc01M_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_o5AIp2Yc01M_0.mid
Q1_o5AIp2Yc01M_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_o5AIp2Yc01M_1.mid
Q1_osxmQReE_2o_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_osxmQReE_2o_0.mid
Q1_pNwQ9Tu_bCs_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_pNwQ9Tu_bCs_0.mid
Q1_pNwQ9Tu_bCs_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_pNwQ9Tu_bCs_1.mid
Q1_pNwQ9Tu_bCs_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_pNwQ9Tu_bCs_2.mid
Q1_qlbazHayULg_8,happy,emopia,dataset_root/raw/labelled/emopia/Q1_qlbazHayULg_8.mid
Q1_r6laJv1-HMg_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_r6laJv1-HMg_0.mid
Q1_s5b8viFsVJE_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_s5b8viFsVJE_0.mid
Q1_s5b8viFsVJE_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_s5b8viFsVJE_1.mid
Q1_s5b8viFsVJE_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_s5b8viFsVJE_2.mid
